name,category_id,remains,rating,description,price
Dior RS-X,6,200,4.44,"Dior RS-X sneakers, designed for other performance and style.",437.88
Fila Yeezy Boost,6,71,3.32,"Fila Yeezy Boost sneakers, designed for other performance and style.",445.83
Asics RS-Dreamer,5,131,4.85,"Asics RS-Dreamer sneakers, designed for tennis performance and style.",359.21
Dior React Infinity,6,80,3.02,"Dior React Infinity sneakers, designed for other performance and style.",94.84
Louis Vuitton Air Max,2,14,4.87,"Louis Vuitton Air Max sneakers, designed for lifestyle performance and style.",226.2
MSCHF Yeezy Boost,4,181,3.77,"MSCHF Yeezy Boost sneakers, designed for running performance and style.",377.95
Reebok RS-Dreamer,4,20,4.62,"Reebok RS-Dreamer sneakers, designed for running performance and style.",82.11
Reebok Powerframe,1,90,4.58,"Reebok Powerframe sneakers, designed for basketball performance and style.",141.79
Louis Vuitton Air Max,1,34,3.1,"Louis Vuitton Air Max sneakers, designed for basketball performance and style.",269.01
New Balance Yeezy Boost,5,33,4.25,"New Balance Yeezy Boost sneakers, designed for tennis performance and style.",250.49
Asics Zoom Pegasus,6,129,3.5,"Asics Zoom Pegasus sneakers, designed for other performance and style.",256.46
New Balance Yeezy Boost,3,46,4.52,"New Balance Yeezy Boost sneakers, designed for fashion performance and style.",415.52
Jordan Gel-Lyte,5,35,4.74,"Jordan Gel-Lyte sneakers, designed for tennis performance and style.",357.89
Yeezy Speedrunner,2,31,4.7,"Yeezy Speedrunner sneakers, designed for lifestyle performance and style.",57.29
Adidas Speedrunner,5,168,4.12,"Adidas Speedrunner sneakers, designed for tennis performance and style.",429.75
New Balance Powerframe,1,77,3.78,"New Balance Powerframe sneakers, designed for basketball performance and style.",297.94
Nike Yeezy Boost,2,26,4.0,"Nike Yeezy Boost sneakers, designed for lifestyle performance and style.",499.07
Puma React Infinity,1,80,3.55,"Puma React Infinity sneakers, designed for basketball performance and style.",176.14
Jordan Gel-Lyte,5,165,3.58,"Jordan Gel-Lyte sneakers, designed for tennis performance and style.",164.68
MSCHF Retro 1,4,49,3.9,"MSCHF Retro 1 sneakers, designed for running performance and style.",450.15
Asics Zoom Pegasus,4,19,4.71,"Asics Zoom Pegasus sneakers, designed for running performance and style.",164.11
MSCHF Chuck 70,5,152,3.78,"MSCHF Chuck 70 sneakers, designed for tennis performance and style.",462.97
Converse Dunk,4,29,4.15,"Converse Dunk sneakers, designed for running performance and style.",98.14
Fila Dunk,6,145,4.97,"Fila Dunk sneakers, designed for other performance and style.",228.34
Jordan Air Max,3,125,4.27,"Jordan Air Max sneakers, designed for fashion performance and style.",413.56
Puma Zoom Pegasus,5,127,3.71,"Puma Zoom Pegasus sneakers, designed for tennis performance and style.",356.96
Fila 990v5,3,84,4.34,"Fila 990v5 sneakers, designed for fashion performance and style.",327.95
Lanvin Classic Leather,3,49,4.49,"Lanvin Classic Leather sneakers, designed for fashion performance and style.",331.27
New Balance Retro 1,3,200,3.07,"New Balance Retro 1 sneakers, designed for fashion performance and style.",290.87
Converse Retro 1,5,92,3.49,"Converse Retro 1 sneakers, designed for tennis performance and style.",120.45
Lanvin React Infinity,3,169,4.41,"Lanvin React Infinity sneakers, designed for fashion performance and style.",329.78
Asics React Infinity,6,194,3.95,"Asics React Infinity sneakers, designed for other performance and style.",234.56
Converse Disruptor,2,36,3.34,"Converse Disruptor sneakers, designed for lifestyle performance and style.",110.23
Yeezy Dunk,4,10,4.69,"Yeezy Dunk sneakers, designed for running performance and style.",230.78
Converse RS-Dreamer,5,141,4.88,"Converse RS-Dreamer sneakers, designed for tennis performance and style.",163.31
Dior React Infinity,4,160,4.47,"Dior React Infinity sneakers, designed for running performance and style.",347.13
Asics 990v5,3,23,3.41,"Asics 990v5 sneakers, designed for fashion performance and style.",185.01
Nike Yeezy Boost,2,69,3.32,"Nike Yeezy Boost sneakers, designed for lifestyle performance and style.",472.89
New Balance Triple S,4,105,4.7,"New Balance Triple S sneakers, designed for running performance and style.",214.63
Nike Triple S,5,120,4.03,"Nike Triple S sneakers, designed for tennis performance and style.",454.82
Dior Zoom Pegasus,3,88,3.61,"Dior Zoom Pegasus sneakers, designed for fashion performance and style.",441.3
Yeezy Disruptor,5,16,4.49,"Yeezy Disruptor sneakers, designed for tennis performance and style.",172.66
Adidas Powerframe,3,198,3.65,"Adidas Powerframe sneakers, designed for fashion performance and style.",54.29
Dior Air Max,6,139,4.25,"Dior Air Max sneakers, designed for other performance and style.",120.09
Yeezy React Infinity,3,166,4.25,"Yeezy React Infinity sneakers, designed for fashion performance and style.",272.75
Adidas Yeezy Boost,1,151,3.01,"Adidas Yeezy Boost sneakers, designed for basketball performance and style.",462.67
Asics RS-Dreamer,1,54,4.84,"Asics RS-Dreamer sneakers, designed for basketball performance and style.",323.32
Dior Speedrunner,3,188,3.98,"Dior Speedrunner sneakers, designed for fashion performance and style.",296.54
Asics Speedrunner,2,44,3.57,"Asics Speedrunner sneakers, designed for lifestyle performance and style.",420.22
New Balance Gel-Lyte,1,161,3.04,"New Balance Gel-Lyte sneakers, designed for basketball performance and style.",475.42
Yeezy Chuck 70,4,146,4.85,"Yeezy Chuck 70 sneakers, designed for running performance and style.",230.14
Dior Dunk,4,73,4.18,"Dior Dunk sneakers, designed for running performance and style.",137.17
Jordan Powerframe,6,46,3.46,"Jordan Powerframe sneakers, designed for other performance and style.",340.85
Yeezy Powerframe,5,107,3.13,"Yeezy Powerframe sneakers, designed for tennis performance and style.",388.52
Dior React Infinity,2,72,4.16,"Dior React Infinity sneakers, designed for lifestyle performance and style.",211.27
Lanvin Retro 1,3,150,4.22,"Lanvin Retro 1 sneakers, designed for fashion performance and style.",103.82
MSCHF Speedrunner,1,138,4.73,"MSCHF Speedrunner sneakers, designed for basketball performance and style.",92.55
Asics Retro 1,4,98,4.45,"Asics Retro 1 sneakers, designed for running performance and style.",171.99
Adidas Yeezy Boost,1,10,4.02,"Adidas Yeezy Boost sneakers, designed for basketball performance and style.",148.5
Adidas Gel-Lyte,4,0,4.61,"Adidas Gel-Lyte sneakers, designed for running performance and style.",479.69
Reebok RS-Dreamer,6,11,4.37,"Reebok RS-Dreamer sneakers, designed for other performance and style.",356.66
Louis Vuitton Speedrunner,3,81,3.33,"Louis Vuitton Speedrunner sneakers, designed for fashion performance and style.",68.6
Jordan Dunk,3,181,3.94,"Jordan Dunk sneakers, designed for fashion performance and style.",257.64
Converse RS-Dreamer,6,193,4.27,"Converse RS-Dreamer sneakers, designed for other performance and style.",143.4
Converse Disruptor,6,58,3.96,"Converse Disruptor sneakers, designed for other performance and style.",398.21
Yeezy React Infinity,5,47,3.71,"Yeezy React Infinity sneakers, designed for tennis performance and style.",157.48
Dior Dunk,1,183,3.02,"Dior Dunk sneakers, designed for basketball performance and style.",91.85
Nike RS-X,1,160,4.08,"Nike RS-X sneakers, designed for basketball performance and style.",419.41
Reebok Dunk,5,116,3.38,"Reebok Dunk sneakers, designed for tennis performance and style.",199.34
Fila RS-X,4,19,3.8,"Fila RS-X sneakers, designed for running performance and style.",256.89
Lanvin Classic Leather,2,46,3.83,"Lanvin Classic Leather sneakers, designed for lifestyle performance and style.",167.69
Fila Gel-Lyte,1,183,3.67,"Fila Gel-Lyte sneakers, designed for basketball performance and style.",285.14
Reebok Powerframe,3,186,3.02,"Reebok Powerframe sneakers, designed for fashion performance and style.",456.35
Puma Disruptor,6,71,4.35,"Puma Disruptor sneakers, designed for other performance and style.",230.41
Lanvin Air Max,1,124,4.85,"Lanvin Air Max sneakers, designed for basketball performance and style.",111.94
Nike Speedrunner,2,76,3.56,"Nike Speedrunner sneakers, designed for lifestyle performance and style.",328.91
Reebok Zoom Pegasus,5,7,3.85,"Reebok Zoom Pegasus sneakers, designed for tennis performance and style.",185.99
Asics React Infinity,6,0,3.58,"Asics React Infinity sneakers, designed for other performance and style.",262.76
Dior Yeezy Boost,6,163,4.4,"Dior Yeezy Boost sneakers, designed for other performance and style.",166.75
Jordan Yeezy Boost,1,174,4.6,"Jordan Yeezy Boost sneakers, designed for basketball performance and style.",381.42
Reebok Yeezy Boost,4,1,4.5,"Reebok Yeezy Boost sneakers, designed for running performance and style.",378.94
MSCHF Speedrunner,5,163,3.21,"MSCHF Speedrunner sneakers, designed for tennis performance and style.",236.6
Fila RS-X,6,196,3.49,"Fila RS-X sneakers, designed for other performance and style.",327.64
Adidas Triple S,6,134,4.37,"Adidas Triple S sneakers, designed for other performance and style.",231.32
Nike Gel-Lyte,6,189,4.88,"Nike Gel-Lyte sneakers, designed for other performance and style.",247.05
Jordan Chuck 70,1,42,3.66,"Jordan Chuck 70 sneakers, designed for basketball performance and style.",192.75
Asics Speedrunner,4,184,4.1,"Asics Speedrunner sneakers, designed for running performance and style.",247.99
Puma RS-X,6,199,3.97,"Puma RS-X sneakers, designed for other performance and style.",358.67
Fila Air Max,2,189,4.16,"Fila Air Max sneakers, designed for lifestyle performance and style.",193.91
Jordan Powerframe,1,139,4.69,"Jordan Powerframe sneakers, designed for basketball performance and style.",346.27
Asics Retro 1,5,159,3.15,"Asics Retro 1 sneakers, designed for tennis performance and style.",125.51
Louis Vuitton Retro 1,1,131,3.77,"Louis Vuitton Retro 1 sneakers, designed for basketball performance and style.",492.75
New Balance Disruptor,2,179,4.92,"New Balance Disruptor sneakers, designed for lifestyle performance and style.",203.52
Reebok React Infinity,4,158,3.83,"Reebok React Infinity sneakers, designed for running performance and style.",474.21
Adidas Powerframe,2,46,3.54,"Adidas Powerframe sneakers, designed for lifestyle performance and style.",257.19
Lanvin RS-X,4,10,3.57,"Lanvin RS-X sneakers, designed for running performance and style.",255.02
Fila Retro 1,3,48,3.89,"Fila Retro 1 sneakers, designed for fashion performance and style.",267.95
Louis Vuitton Dunk,6,144,4.54,"Louis Vuitton Dunk sneakers, designed for other performance and style.",415.98
Adidas Gel-Lyte,5,99,4.39,"Adidas Gel-Lyte sneakers, designed for tennis performance and style.",99.35
Lanvin Dunk,3,66,4.22,"Lanvin Dunk sneakers, designed for fashion performance and style.",101.09
MSCHF RS-Dreamer,3,138,3.53,"MSCHF RS-Dreamer sneakers, designed for fashion performance and style.",141.17
Puma Gel-Lyte,6,122,4.05,"Puma Gel-Lyte sneakers, designed for other performance and style.",221.5
Reebok React Infinity,5,108,4.57,"Reebok React Infinity sneakers, designed for tennis performance and style.",413.79
Lanvin Powerframe,4,161,4.98,"Lanvin Powerframe sneakers, designed for running performance and style.",154.9
Fila Classic Leather,4,194,4.17,"Fila Classic Leather sneakers, designed for running performance and style.",230.45
Yeezy Triple S,3,186,3.79,"Yeezy Triple S sneakers, designed for fashion performance and style.",218.18
Converse Triple S,4,40,3.22,"Converse Triple S sneakers, designed for running performance and style.",364.84
Puma RS-Dreamer,5,143,3.1,"Puma RS-Dreamer sneakers, designed for tennis performance and style.",101.29
MSCHF 990v5,1,1,3.45,"MSCHF 990v5 sneakers, designed for basketball performance and style.",464.68
MSCHF RS-X,6,33,3.29,"MSCHF RS-X sneakers, designed for other performance and style.",495.43
Lanvin Chuck 70,3,37,4.56,"Lanvin Chuck 70 sneakers, designed for fashion performance and style.",159.94
Fila Powerframe,6,116,3.95,"Fila Powerframe sneakers, designed for other performance and style.",465.05
Yeezy Gel-Lyte,1,94,3.58,"Yeezy Gel-Lyte sneakers, designed for basketball performance and style.",83.92
Yeezy RS-X,5,89,3.84,"Yeezy RS-X sneakers, designed for tennis performance and style.",157.6
Dior Zoom Pegasus,3,19,3.54,"Dior Zoom Pegasus sneakers, designed for fashion performance and style.",436.04
Louis Vuitton Speedrunner,3,123,4.19,"Louis Vuitton Speedrunner sneakers, designed for fashion performance and style.",415.67
Dior Yeezy Boost,3,24,3.5,"Dior Yeezy Boost sneakers, designed for fashion performance and style.",144.71
Fila Yeezy Boost,6,129,3.17,"Fila Yeezy Boost sneakers, designed for other performance and style.",141.9
Dior Dunk,5,60,4.48,"Dior Dunk sneakers, designed for tennis performance and style.",73.68
Nike Chuck 70,5,15,3.33,"Nike Chuck 70 sneakers, designed for tennis performance and style.",85.08
Jordan Dunk,6,113,4.65,"Jordan Dunk sneakers, designed for other performance and style.",197.97
Yeezy RS-X,2,3,3.43,"Yeezy RS-X sneakers, designed for lifestyle performance and style.",357.23
Adidas React Infinity,6,26,4.63,"Adidas React Infinity sneakers, designed for other performance and style.",85.77
Puma RS-Dreamer,6,58,4.72,"Puma RS-Dreamer sneakers, designed for other performance and style.",69.41
New Balance Gel-Lyte,4,99,3.9,"New Balance Gel-Lyte sneakers, designed for running performance and style.",462.11
Reebok Yeezy Boost,4,188,3.13,"Reebok Yeezy Boost sneakers, designed for running performance and style.",324.48
Reebok Classic Leather,3,181,3.08,"Reebok Classic Leather sneakers, designed for fashion performance and style.",154.69
Dior Classic Leather,6,85,3.23,"Dior Classic Leather sneakers, designed for other performance and style.",228.04
Jordan Dunk,4,132,3.2,"Jordan Dunk sneakers, designed for running performance and style.",372.42
Lanvin Dunk,2,63,3.34,"Lanvin Dunk sneakers, designed for lifestyle performance and style.",139.2
Jordan Air Max,2,8,3.73,"Jordan Air Max sneakers, designed for lifestyle performance and style.",208.52
New Balance React Infinity,3,36,4.6,"New Balance React Infinity sneakers, designed for fashion performance and style.",230.39
Lanvin Disruptor,3,199,3.68,"Lanvin Disruptor sneakers, designed for fashion performance and style.",54.58
Converse 990v5,5,31,4.67,"Converse 990v5 sneakers, designed for tennis performance and style.",180.2
Fila RS-X,6,14,3.92,"Fila RS-X sneakers, designed for other performance and style.",262.74
Dior Chuck 70,3,181,4.22,"Dior Chuck 70 sneakers, designed for fashion performance and style.",433.0
New Balance Dunk,1,115,3.84,"New Balance Dunk sneakers, designed for basketball performance and style.",208.04
Dior Disruptor,1,67,4.78,"Dior Disruptor sneakers, designed for basketball performance and style.",475.99
Puma Gel-Lyte,6,162,3.51,"Puma Gel-Lyte sneakers, designed for other performance and style.",353.46
Asics React Infinity,2,177,4.78,"Asics React Infinity sneakers, designed for lifestyle performance and style.",329.58
Lanvin Gel-Lyte,6,195,4.11,"Lanvin Gel-Lyte sneakers, designed for other performance and style.",53.44
Adidas RS-X,3,64,3.72,"Adidas RS-X sneakers, designed for fashion performance and style.",50.89
Adidas RS-Dreamer,6,34,3.02,"Adidas RS-Dreamer sneakers, designed for other performance and style.",382.89
Louis Vuitton RS-Dreamer,1,68,3.27,"Louis Vuitton RS-Dreamer sneakers, designed for basketball performance and style.",116.28
